"Notes"	"County"	"County Code"	"Hispanic Origin"	"Hispanic Origin Code"	"Race"	"Race Code"	"Age of Mother 9"	"Age of Mother 9 Code"	"Delivery Method"	"Delivery Method Code"	Births
	"Richland County, OH"	"39139"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	14
	"Richland County, OH"	"39139"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	41
	"Richland County, OH"	"39139"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	12
	"Richland County, OH"	"39139"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	18
	"Richland County, OH"	"39139"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	14
	"Stark County, OH"	"39151"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	32
	"Stark County, OH"	"39151"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	106
	"Stark County, OH"	"39151"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	42
	"Stark County, OH"	"39151"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	60
	"Stark County, OH"	"39151"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	29
	"Stark County, OH"	"39151"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	39
	"Stark County, OH"	"39151"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	17
	"Stark County, OH"	"39151"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Cesarean"	"2"	11
	"Summit County, OH"	"39153"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	87
	"Summit County, OH"	"39153"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Cesarean"	"2"	19
	"Summit County, OH"	"39153"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	286
	"Summit County, OH"	"39153"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	99
	"Summit County, OH"	"39153"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	153
	"Summit County, OH"	"39153"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	90
	"Summit County, OH"	"39153"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	93
	"Summit County, OH"	"39153"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	58
	"Summit County, OH"	"39153"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Vaginal"	"1"	41
	"Summit County, OH"	"39153"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Cesarean"	"2"	30
	"Trumbull County, OH"	"39155"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	28
	"Trumbull County, OH"	"39155"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Cesarean"	"2"	13
	"Trumbull County, OH"	"39155"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	70
	"Trumbull County, OH"	"39155"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	32
	"Trumbull County, OH"	"39155"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	32
	"Trumbull County, OH"	"39155"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	31
	"Trumbull County, OH"	"39155"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	15
	"Trumbull County, OH"	"39155"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	11
	"Warren County, OH"	"39165"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	10
	"Unidentified Counties, OH"	"39999"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	59
	"Unidentified Counties, OH"	"39999"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Cesarean"	"2"	16
	"Unidentified Counties, OH"	"39999"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	135
	"Unidentified Counties, OH"	"39999"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	58
	"Unidentified Counties, OH"	"39999"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	93
	"Unidentified Counties, OH"	"39999"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	36
	"Unidentified Counties, OH"	"39999"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	51
	"Unidentified Counties, OH"	"39999"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	31
	"Unidentified Counties, OH"	"39999"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Cesarean"	"2"	12
	"Canadian County, OK"	"40017"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	10
	"Cleveland County, OK"	"40027"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	28
	"Cleveland County, OK"	"40027"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	11
	"Cleveland County, OK"	"40027"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	34
	"Cleveland County, OK"	"40027"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	16
	"Cleveland County, OK"	"40027"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	19
	"Comanche County, OK"	"40031"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	29
	"Comanche County, OK"	"40031"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	65
	"Comanche County, OK"	"40031"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	31
	"Comanche County, OK"	"40031"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	56
	"Comanche County, OK"	"40031"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	22
	"Comanche County, OK"	"40031"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	19
	"Comanche County, OK"	"40031"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	22
	"Oklahoma County, OK"	"40109"	"Mexican"	"2148-5"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	10
	"Oklahoma County, OK"	"40109"	"Mexican"	"2148-5"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	23
	"Oklahoma County, OK"	"40109"	"Mexican"	"2148-5"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	16
	"Oklahoma County, OK"	"40109"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	105
	"Oklahoma County, OK"	"40109"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Cesarean"	"2"	29
	"Oklahoma County, OK"	"40109"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	396
	"Oklahoma County, OK"	"40109"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	136
	"Oklahoma County, OK"	"40109"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	294
	"Oklahoma County, OK"	"40109"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	170
	"Oklahoma County, OK"	"40109"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	152
	"Oklahoma County, OK"	"40109"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	137
	"Oklahoma County, OK"	"40109"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Vaginal"	"1"	67
	"Oklahoma County, OK"	"40109"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Cesarean"	"2"	55
	"Tulsa County, OK"	"40143"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	85
	"Tulsa County, OK"	"40143"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Cesarean"	"2"	17
	"Tulsa County, OK"	"40143"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	258
	"Tulsa County, OK"	"40143"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	95
	"Tulsa County, OK"	"40143"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	199
	"Tulsa County, OK"	"40143"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	95
	"Tulsa County, OK"	"40143"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	114
	"Tulsa County, OK"	"40143"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	61
	"Tulsa County, OK"	"40143"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Vaginal"	"1"	41
	"Tulsa County, OK"	"40143"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Cesarean"	"2"	24
	"Tulsa County, OK"	"40143"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"Vaginal"	"1"	11
	"Unidentified Counties, OK"	"40999"	"Mexican"	"2148-5"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	11
	"Unidentified Counties, OK"	"40999"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	62
	"Unidentified Counties, OK"	"40999"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Cesarean"	"2"	21
	"Unidentified Counties, OK"	"40999"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	173
	"Unidentified Counties, OK"	"40999"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	66
	"Unidentified Counties, OK"	"40999"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	114
	"Unidentified Counties, OK"	"40999"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	69
	"Unidentified Counties, OK"	"40999"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	45
	"Unidentified Counties, OK"	"40999"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	40
	"Unidentified Counties, OK"	"40999"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Vaginal"	"1"	22
	"Unidentified Counties, OK"	"40999"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Cesarean"	"2"	20
	"Clackamas County, OR"	"41005"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	14
	"Lane County, OR"	"41039"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	12
	"Lane County, OR"	"41039"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	15
	"Marion County, OR"	"41047"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	14
	"Marion County, OR"	"41047"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	13
	"Multnomah County, OR"	"41051"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	46
	"Multnomah County, OR"	"41051"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	117
	"Multnomah County, OR"	"41051"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	36
	"Multnomah County, OR"	"41051"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	128
	"Multnomah County, OR"	"41051"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	58
	"Multnomah County, OR"	"41051"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	88
	"Multnomah County, OR"	"41051"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	45
	"Multnomah County, OR"	"41051"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Vaginal"	"1"	49
	"Multnomah County, OR"	"41051"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Cesarean"	"2"	26
	"Multnomah County, OR"	"41051"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"Cesarean"	"2"	11
	"Washington County, OR"	"41067"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	22
	"Washington County, OR"	"41067"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	34
	"Washington County, OR"	"41067"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	31
	"Washington County, OR"	"41067"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	14
	"Washington County, OR"	"41067"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Vaginal"	"1"	22
	"Washington County, OR"	"41067"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Cesarean"	"2"	10
	"Unidentified Counties, OR"	"41999"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	10
	"Allegheny County, PA"	"42003"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	152
	"Allegheny County, PA"	"42003"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Cesarean"	"2"	32
	"Allegheny County, PA"	"42003"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	525
	"Allegheny County, PA"	"42003"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	148
	"Allegheny County, PA"	"42003"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	440
	"Allegheny County, PA"	"42003"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	155
	"Allegheny County, PA"	"42003"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	264
	"Allegheny County, PA"	"42003"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	117
	"Allegheny County, PA"	"42003"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Vaginal"	"1"	113
	"Allegheny County, PA"	"42003"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Cesarean"	"2"	59
	"Allegheny County, PA"	"42003"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"Vaginal"	"1"	15
	"Allegheny County, PA"	"42003"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"Cesarean"	"2"	15
	"Beaver County, PA"	"42007"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	12
	"Beaver County, PA"	"42007"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	43
	"Beaver County, PA"	"42007"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	19
	"Beaver County, PA"	"42007"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	20
	"Beaver County, PA"	"42007"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	12
	"Berks County, PA"	"42011"	"Puerto Rican"	"2180-8"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	18
	"Berks County, PA"	"42011"	"Puerto Rican"	"2180-8"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	49
	"Berks County, PA"	"42011"	"Puerto Rican"	"2180-8"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	16
	"Berks County, PA"	"42011"	"Puerto Rican"	"2180-8"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	27
	"Berks County, PA"	"42011"	"Other and Unknown Hispanic"	"5"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	15
	"Berks County, PA"	"42011"	"Other and Unknown Hispanic"	"5"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	15
	"Berks County, PA"	"42011"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	13
	"Berks County, PA"	"42011"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	48
	"Berks County, PA"	"42011"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	15
	"Berks County, PA"	"42011"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	44
	"Berks County, PA"	"42011"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	19
	"Berks County, PA"	"42011"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	23
	"Berks County, PA"	"42011"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	15
	"Bucks County, PA"	"42017"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	11
	"Bucks County, PA"	"42017"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	35
	"Bucks County, PA"	"42017"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	16
	"Bucks County, PA"	"42017"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	52
	"Bucks County, PA"	"42017"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	20
	"Bucks County, PA"	"42017"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	29
	"Bucks County, PA"	"42017"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	33
	"Bucks County, PA"	"42017"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Vaginal"	"1"	25
	"Bucks County, PA"	"42017"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Cesarean"	"2"	15
	"Cambria County, PA"	"42021"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	11
	"Cambria County, PA"	"42021"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	14
	"Cambria County, PA"	"42021"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	13
	"Chester County, PA"	"42029"	"Mexican"	"2148-5"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	12
	"Chester County, PA"	"42029"	"Mexican"	"2148-5"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	14
	"Chester County, PA"	"42029"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	16
	"Chester County, PA"	"42029"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	59
	"Chester County, PA"	"42029"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	19
	"Chester County, PA"	"42029"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	55
	"Chester County, PA"	"42029"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	18
	"Chester County, PA"	"42029"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	39
	"Chester County, PA"	"42029"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	12
	"Chester County, PA"	"42029"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Vaginal"	"1"	16
	"Chester County, PA"	"42029"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Cesarean"	"2"	14
	"Cumberland County, PA"	"42041"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	17
	"Cumberland County, PA"	"42041"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	23
	"Cumberland County, PA"	"42041"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	22
	"Cumberland County, PA"	"42041"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	10
	"Dauphin County, PA"	"42043"	"Puerto Rican"	"2180-8"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	11
	"Dauphin County, PA"	"42043"	"Puerto Rican"	"2180-8"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	10
	"Dauphin County, PA"	"42043"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	38
	"Dauphin County, PA"	"42043"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Cesarean"	"2"	15
	"Dauphin County, PA"	"42043"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	158
	"Dauphin County, PA"	"42043"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	50
	"Dauphin County, PA"	"42043"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	115
	"Dauphin County, PA"	"42043"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	67
	"Dauphin County, PA"	"42043"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	64
	"Dauphin County, PA"	"42043"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	44
	"Dauphin County, PA"	"42043"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Vaginal"	"1"	36
